#自治体コード表（2007年7月時点）＋07年04年参院選データシート＋07年都道府県議選の投票有無
#有＝有権者数、投＝投票者数、率＝投票率、差＝07年の投票率－04年の投票率、県無投＝無投票のときTRUE
コード,都道府県,自治体1,自治体2,市区町村,参有男07,参有女07,参有計07,参投男07,参投女07,参投計07,参率男07,参率女07,参率計07,参率男04,参率女04,参率計04,参差男07,参差女07,参差計07,県無投07
17461,石川県,鳳珠郡,穴水町,鳳珠郡穴水町,,,,,,,,,,,,,,,,
17463,石川県,鳳珠郡,能登町,鳳珠郡能登町,,,,,,,,,,,,,,,,
18201,福井県,,福井市,福井市,,,,,,,,,,,,,,,,
18202,福井県,,敦賀市,敦賀市,,,,,,,,,,,,,,,,
18204,福井県,,小浜市,小浜市,,,,,,,,,,,,,,,,
18205,福井県,,大野市,大野市,,,,,,,,,,,,,,,,
18206,福井県,,勝山市,勝山市,,,,,,,,,,,,,,,,
18207,福井県,,鯖江市,鯖江市,,,,,,,,,,,,,,,,
18208,福井県,,あわら市,あわら市,,,,,,,,,,,,,,,,
18209,福井県,,越前市,越前市,,,,,,,,,,,,,,,,
18210,福井県,,坂井市,坂井市,,,,,,,,,,,,,,,,
18320,福井県,吉田郡,,吉田郡,,,,,,,,,,,,,,,,
18322,福井県,吉田郡,永平寺町,吉田郡永平寺町,,,,,,,,,,,,,,,,
18380,福井県,今立郡,,今立郡,,,,,,,,,,,,,,,,
18382,福井県,今立郡,池田町,今立郡池田町,,,,,,,,,,,,,,,,
18400,福井県,南条郡,,南条郡,,,,,,,,,,,,,,,,
18404,福井県,南条郡,南越前町,南条郡南越前町,,,,,,,,,,,,,,,,
18420,福井県,丹生郡,,丹生郡,,,,,,,,,,,,,,,,
18423,福井県,丹生郡,越前町,丹生郡越前町,,,,,,,,,,,,,,,,
18440,福井県,三方郡,,三方郡,,,,,,,,,,,,,,,,
18442,福井県,三方郡,美浜町,三方郡美浜町,,,,,,,,,,,,,,,,
18480,福井県,大飯郡,,大飯郡,,,,,,,,,,,,,,,,
18481,福井県,大飯郡,高浜町,大飯郡高浜町,,,,,,,,,,,,,,,,
18483,福井県,大飯郡,おおい町,大飯郡おおい町,,,,,,,,,,,,,,,,
18500,福井県,三方上中郡,,三方上中郡,,,,,,,,,,,,,,,,
18501,福井県,三方上中郡,若狭町,三方上中郡若狭町,,,,,,,,,,,,,,,,
19201,山梨県,,甲府市,甲府市,,,,,,,,,,,,,,,,
19202,山梨県,,富士吉田市,富士吉田市,,,,,,,,,,,,,,,,
19204,山梨県,,都留市,都留市,,,,,,,,,,,,,,,,
19205,山梨県,,山梨市,山梨市,,,,,,,,,,,,,,,,
19206,山梨県,,大月市,大月市,,,,,,,,,,,,,,,,
19207,山梨県,,韮崎市,韮崎市,,,,,,,,,,,,,,,,
19208,山梨県,,南アルプス市,南アルプス市,,,,,,,,,,,,,,,,
19209,山梨県,,北杜市,北杜市,,,,,,,,,,,,,,,,
19210,山梨県,,甲斐市,甲斐市,,,,,,,,,,,,,,,,
19211,山梨県,,笛吹市,笛吹市,,,,,,,,,,,,,,,,
19212,山梨県,,上野原市,上野原市,,,,,,,,,,,,,,,,
19213,山梨県,,甲州市,甲州市,,,,,,,,,,,,,,,,
19214,山梨県,,中央市,中央市,,,,,,,,,,,,,,,,
19340,山梨県,西八代郡,,西八代郡,,,,,,,,,,,,,,,,
19346,山梨県,西八代郡,市川三郷町,西八代郡市川三郷町,,,,,,,,,,,,,,,,
19360,山梨県,南巨摩郡,,南巨摩郡,,,,,,,,,,,,,,,,
19361,山梨県,南巨摩郡,増穂町,南巨摩郡増穂町,,,,,,,,,,,,,,,,
19362,山梨県,南巨摩郡,鰍沢町,南巨摩郡鰍沢町,,,,,,,,,,,,,,,,
19364,山梨県,南巨摩郡,早川町,南巨摩郡早川町,,,,,,,,,,,,,,,,
19365,山梨県,南巨摩郡,身延町,南巨摩郡身延町,,,,,,,,,,,,,,,,
19366,山梨県,南巨摩郡,南部町,南巨摩郡南部町,,,,,,,,,,,,,,,,
19380,山梨県,中巨摩郡,,中巨摩郡,,,,,,,,,,,,,,,,
19384,山梨県,中巨摩郡,昭和町,中巨摩郡昭和町,,,,,,,,,,,,,,,,
19420,山梨県,南都留郡,,南都留郡,,,,,,,,,,,,,,,,
19422,山梨県,南都留郡,道志村,南都留郡道志村,,,,,,,,,,,,,,,,
19423,山梨県,南都留郡,西桂町,南都留郡西桂町,,,,,,,,,,,,,,,,
19424,山梨県,南都留郡,忍野村,南都留郡忍野村,,,,,,,,,,,,,,,,
19425,山梨県,南都留郡,山中湖村,南都留郡山中湖村,,,,,,,,,,,,,,,,
19429,山梨県,南都留郡,鳴沢村,南都留郡鳴沢村,,,,,,,,,,,,,,,,
19430,山梨県,南都留郡,富士河口湖町,南都留郡富士河口湖町,,,,,,,,,,,,,,,,
19440,山梨県,北都留郡,,北都留郡,,,,,,,,,,,,,,,,
19442,山梨県,北都留郡,小菅村,北都留郡小菅村,,,,,,,,,,,,,,,,
19443,山梨県,北都留郡,丹波山村,北都留郡丹波山村,,,,,,,,,,,,,,,,
20201,長野県,,長野市,長野市,,,,,,,,,,,,,,,,
20202,長野県,,松本市,松本市,,,,,,,,,,,,,,,,
20203,長野県,,上田市,上田市,,,,,,,,,,,,,,,,
20204,長野県,,岡谷市,岡谷市,,,,,,,,,,,,,,,,
20205,長野県,,飯田市,飯田市,,,,,,,,,,,,,,,,
20206,長野県,,諏訪市,諏訪市,,,,,,,,,,,,,,,,
20207,長野県,,須坂市,須坂市,,,,,,,,,,,,,,,,
20208,長野県,,小諸市,小諸市,,,,,,,,,,,,,,,,
20209,長野県,,伊那市,伊那市,,,,,,,,,,,,,,,,
20210,長野県,,駒ヶ根市,駒ヶ根市,,,,,,,,,,,,,,,,
20211,長野県,,中野市,中野市,,,,,,,,,,,,,,,,
20212,長野県,,大町市,大町市,,,,,,,,,,,,,,,,
20213,長野県,,飯山市,飯山市,,,,,,,,,,,,,,,,
20214,長野県,,茅野市,茅野市,,,,,,,,,,,,,,,,
20215,長野県,,塩尻市,塩尻市,,,,,,,,,,,,,,,,
20217,長野県,,佐久市,佐久市,,,,,,,,,,,,,,,,
20218,長野県,,千曲市,千曲市,,,,,,,,,,,,,,,,
20219,長野県,,東御市,東御市,,,,,,,,,,,,,,,,
20220,長野県,,安曇野市,安曇野市,,,,,,,,,,,,,,,,
20300,長野県,南佐久郡,,南佐久郡,,,,,,,,,,,,,,,,
20303,長野県,南佐久郡,小海町,南佐久郡小海町,,,,,,,,,,,,,,,,
20304,長野県,南佐久郡,川上村,南佐久郡川上村,,,,,,,,,,,,,,,,
20305,長野県,南佐久郡,南牧村,南佐久郡南牧村,,,,,,,,,,,,,,,,
20306,長野県,南佐久郡,南相木村,南佐久郡南相木村,,,,,,,,,,,,,,,,
20307,長野県,南佐久郡,北相木村,南佐久郡北相木村,,,,,,,,,,,,,,,,
20309,長野県,南佐久郡,佐久穂町,南佐久郡佐久穂町,,,,,,,,,,,,,,,,
20320,長野県,北佐久郡,,北佐久郡,,,,,,,,,,,,,,,,
20321,長野県,北佐久郡,軽井沢町,北佐久郡軽井沢町,,,,,,,,,,,,,,,,
20323,長野県,北佐久郡,御代田町,北佐久郡御代田町,,,,,,,,,,,,,,,,
20324,長野県,北佐久郡,立科町,北佐久郡立科町,,,,,,,,,,,,,,,,
20340,長野県,小県郡,,小県郡,,,,,,,,,,,,,,,,
20349,長野県,小県郡,青木村,小県郡青木村,,,,,,,,,,,,,,,,
20350,長野県,小県郡,長和町,小県郡長和町,,,,,,,,,,,,,,,,
20360,長野県,諏訪郡,,諏訪郡,,,,,,,,,,,,,,,,
20361,長野県,諏訪郡,下諏訪町,諏訪郡下諏訪町,,,,,,,,,,,,,,,,
20362,長野県,諏訪郡,富士見町,諏訪郡富士見町,,,,,,,,,,,,,,,,
20363,長野県,諏訪郡,原村,諏訪郡原村,,,,,,,,,,,,,,,,
20380,長野県,上伊那郡,,上伊那郡,,,,,,,,,,,,,,,,
20382,長野県,上伊那郡,辰野町,上伊那郡辰野町,,,,,,,,,,,,,,,,
20383,長野県,上伊那郡,箕輪町,上伊那郡箕輪町,,,,,,,,,,,,,,,,
20384,長野県,上伊那郡,飯島町,上伊那郡飯島町,,,,,,,,,,,,,,,,
20385,長野県,上伊那郡,南箕輪村,上伊那郡南箕輪村,,,,,,,,,,,,,,,,
20386,長野県,上伊那郡,中川村,上伊那郡中川村,,,,,,,,,,,,,,,,
20388,長野県,上伊那郡,宮田村,上伊那郡宮田村,,,,,,,,,,,,,,,,
20400,長野県,下伊那郡,,下伊那郡,,,,,,,,,,,,,,,,
20402,長野県,下伊那郡,松川町,下伊那郡松川町,,,,,,,,,,,,,,,,
20403,長野県,下伊那郡,高森町,下伊那郡高森町,,,,,,,,,,,,,,,,
20404,長野県,下伊那郡,阿南町,下伊那郡阿南町,,,,,,,,,,,,,,,,
20406,長野県,下伊那郡,清内路村,下伊那郡清内路村,,,,,,,,,,,,,,,,
20407,長野県,下伊那郡,阿智村,下伊那郡阿智村,,,,,,,,,,,,,,,,
20409,長野県,下伊那郡,平谷村,下伊那郡平谷村,,,,,,,,,,,,,,,,
20410,長野県,下伊那郡,根羽村,下伊那郡根羽村,,,,,,,,,,,,,,,,
20411,長野県,下伊那郡,下條村,下伊那郡下條村,,,,,,,,,,,,,,,,
20412,長野県,下伊那郡,売木村,下伊那郡売木村,,,,,,,,,,,,,,,,
20413,長野県,下伊那郡,天龍村,下伊那郡天龍村,,,,,,,,,,,,,,,,
20414,長野県,下伊那郡,泰阜村,下伊那郡泰阜村,,,,,,,,,,,,,,,,
20415,長野県,下伊那郡,喬木村,下伊那郡喬木村,,,,,,,,,,,,,,,,
20416,長野県,下伊那郡,豊丘村,下伊那郡豊丘村,,,,,,,,,,,,,,,,
20417,長野県,下伊那郡,大鹿村,下伊那郡大鹿村,,,,,,,,,,,,,,,,
20420,長野県,木曽郡,,木曽郡,,,,,,,,,,,,,,,,
20422,長野県,木曽郡,上松町,木曽郡上松町,,,,,,,,,,,,,,,,
20423,長野県,木曽郡,南木曽町,木曽郡南木曽町,,,,,,,,,,,,,,,,
20425,長野県,木曽郡,木祖村,木曽郡木祖村,,,,,,,,,,,,,,,,
20429,長野県,木曽郡,王滝村,木曽郡王滝村,,,,,,,,,,,,,,,,
20430,長野県,木曽郡,大桑村,木曽郡大桑村,,,,,,,,,,,,,,,,
20432,長野県,木曽郡,木曽町,木曽郡木曽町,,,,,,,,,,,,,,,,
20440,長野県,東筑摩郡,,東筑摩郡,,,,,,,,,,,,,,,,
20446,長野県,東筑摩郡,麻績村,東筑摩郡麻績村,,,,,,,,,,,,,,,,
20448,長野県,東筑摩郡,生坂村,東筑摩郡生坂村,,,,,,,,,,,,,,,,
20449,長野県,東筑摩郡,波田町,東筑摩郡波田町,,,,,,,,,,,,,,,,
20450,長野県,東筑摩郡,山形村,東筑摩郡山形村,,,,,,,,,,,,,,,,
20451,長野県,東筑摩郡,朝日村,東筑摩郡朝日村,,,,,,,,,,,,,,,,
20452,長野県,東筑摩郡,筑北村,東筑摩郡筑北村,,,,,,,,,,,,,,,,
20480,長野県,北安曇郡,,北安曇郡,,,,,,,,,,,,,,,,
20481,長野県,北安曇郡,池田町,北安曇郡池田町,,,,,,,,,,,,,,,,
20482,長野県,北安曇郡,松川村,北安曇郡松川村,,,,,,,,,,,,,,,,
20485,長野県,北安曇郡,白馬村,北安曇郡白馬村,,,,,,,,,,,,,,,,
20486,長野県,北安曇郡,小谷村,北安曇郡小谷村,,,,,,,,,,,,,,,,
20520,長野県,埴科郡,,埴科郡,,,,,,,,,,,,,,,,
20521,長野県,埴科郡,坂城町,埴科郡坂城町,,,,,,,,,,,,,,,,
20540,長野県,上高井郡,,上高井郡,,,,,,,,,,,,,,,,
20541,長野県,上高井郡,小布施町,上高井郡小布施町,,,,,,,,,,,,,,,,
20543,長野県,上高井郡,高山村,上高井郡高山村,,,,,,,,,,,,,,,,
20560,長野県,下高井郡,,下高井郡,,,,,,,,,,,,,,,,
20561,長野県,下高井郡,山ノ内町,下高井郡山ノ内町,,,,,,,,,,,,,,,,
20562,長野県,下高井郡,木島平村,下高井郡木島平村,,,,,,,,,,,,,,,,
20563,長野県,下高井郡,野沢温泉村,下高井郡野沢温泉村,,,,,,,,,,,,,,,,
20580,長野県,上水内郡,,上水内郡,,,,,,,,,,,,,,,,
20581,長野県,上水内郡,信州新町,上水内郡信州新町,,,,,,,,,,,,,,,,
20583,長野県,上水内郡,信濃町,上水内郡信濃町,,,,,,,,,,,,,,,,
20588,長野県,上水内郡,小川村,上水内郡小川村,,,,,,,,,,,,,,,,
20589,長野県,上水内郡,中条村,上水内郡中条村,,,,,,,,,,,,,,,,
20590,長野県,上水内郡,飯綱町,上水内郡飯綱町,,,,,,,,,,,,,,,,
20600,長野県,下水内郡,,下水内郡,,,,,,,,,,,,,,,,
20602,長野県,下水内郡,栄村,下水内郡栄村,,,,,,,,,,,,,,,,
21201,岐阜県,,岐阜市,岐阜市,,,,,,,,,,,,,,,,
21202,岐阜県,,大垣市,大垣市,,,,,,,,,,,,,,,,
21203,岐阜県,,高山市,高山市,,,,,,,,,,,,,,,,
21204,岐阜県,,多治見市,多治見市,,,,,,,,,,,,,,,,
21205,岐阜県,,関市,関市,,,,,,,,,,,,,,,,
21206,岐阜県,,中津川市,中津川市,,,,,,,,,,,,,,,,
21207,岐阜県,,美濃市,美濃市,,,,,,,,,,,,,,,,
21208,岐阜県,,瑞浪市,瑞浪市,,,,,,,,,,,,,,,,
21209,岐阜県,,羽島市,羽島市,,,,,,,,,,,,,,,,
21210,岐阜県,,恵那市,恵那市,,,,,,,,,,,,,,,,
21211,岐阜県,,美濃加茂市,美濃加茂市,,,,,,,,,,,,,,,,
21212,岐阜県,,土岐市,土岐市,,,,,,,,,,,,,,,,
21213,岐阜県,,各務原市,各務原市,,,,,,,,,,,,,,,,
21214,岐阜県,,可児市,可児市,,,,,,,,,,,,,,,,
21215,岐阜県,,山県市,山県市,,,,,,,,,,,,,,,,
21216,岐阜県,,瑞穂市,瑞穂市,,,,,,,,,,,,,,,,
21217,岐阜県,,飛騨市,飛騨市,,,,,,,,,,,,,,,,
21218,岐阜県,,本巣市,本巣市,,,,,,,,,,,,,,,,
21219,岐阜県,,郡上市,郡上市,,,,,,,,,,,,,,,,
21220,岐阜県,,下呂市,下呂市,,,,,,,,,,,,,,,,
21221,岐阜県,,海津市,海津市,,,,,,,,,,,,,,,,
21300,岐阜県,羽島郡,,羽島郡,,,,,,,,,,,,,,,,
21302,岐阜県,羽島郡,岐南町,羽島郡岐南町,,,,,,,,,,,,,,,,
21303,岐阜県,羽島郡,笠松町,羽島郡笠松町,,,,,,,,,,,,,,,,
21340,岐阜県,養老郡,,養老郡,,,,,,,,,,,,,,,,
21341,岐阜県,養老郡,養老町,養老郡養老町,,,,,,,,,,,,,,,,
21360,岐阜県,不破郡,,不破郡,,,,,,,,,,,,,,,,
21361,岐阜県,不破郡,垂井町,不破郡垂井町,,,,,,,,,,,,,,,,
21362,岐阜県,不破郡,関ケ原町,不破郡関ケ原町,,,,,,,,,,,,,,,,
21380,岐阜県,安八郡,,安八郡,,,,,,,,,,,,,,,,
21381,岐阜県,安八郡,神戸町,安八郡神戸町,,,,,,,,,,,,,,,,
21382,岐阜県,安八郡,輪之内町,安八郡輪之内町,,,,,,,,,,,,,,,,
21383,岐阜県,安八郡,安八町,安八郡安八町,,,,,,,,,,,,,,,,
21400,岐阜県,揖斐郡,,揖斐郡,,,,,,,,,,,,,,,,
21401,岐阜県,揖斐郡,揖斐川町,揖斐郡揖斐川町,,,,,,,,,,,,,,,,
21403,岐阜県,揖斐郡,大野町,揖斐郡大野町,,,,,,,,,,,,,,,,
21404,岐阜県,揖斐郡,池田町,揖斐郡池田町,,,,,,,,,,,,,,,,
21420,岐阜県,本巣郡,,本巣郡,,,,,,,,,,,,,,,,
21421,岐阜県,本巣郡,北方町,本巣郡北方町,,,,,,,,,,,,,,,,
21500,岐阜県,加茂郡,,加茂郡,,,,,,,,,,,,,,,,
21501,岐阜県,加茂郡,坂祝町,加茂郡坂祝町,,,,,,,,,,,,,,,,
21502,岐阜県,加茂郡,富加町,加茂郡富加町,,,,,,,,,,,,,,,,
21503,岐阜県,加茂郡,川辺町,加茂郡川辺町,,,,,,,,,,,,,,,,
21504,岐阜県,加茂郡,七宗町,加茂郡七宗町,,,,,,,,,,,,,,,,
21505,岐阜県,加茂郡,八百津町,加茂郡八百津町,,,,,,,,,,,,,,,,
21506,岐阜県,加茂郡,白川町,加茂郡白川町,,,,,,,,,,,,,,,,
21507,岐阜県,加茂郡,東白川村,加茂郡東白川村,,,,,,,,,,,,,,,,
21520,岐阜県,可児郡,,可児郡,,,,,,,,,,,,,,,,
21521,岐阜県,可児郡,御嵩町,可児郡御嵩町,,,,,,,,,,,,,,,,
21600,岐阜県,大野郡,,大野郡,,,,,,,,,,,,,,,,
21604,岐阜県,大野郡,白川村,大野郡白川村,,,,,,,,,,,,,,,,
22100,静岡県,静岡市,,静岡市,,,,,,,,,,,,,,,,
22101,静岡県,静岡市,葵区,静岡市葵区,,,,,,,,,,,,,,,,
22102,静岡県,静岡市,駿河区,静岡市駿河区,,,,,,,,,,,,,,,,
22103,静岡県,静岡市,清水区,静岡市清水区,,,,,,,,,,,,,,,,
22130,静岡県,浜松市,,浜松市,,,,,,,,,,,,,,,,
22131,静岡県,浜松市,中区,浜松市中区,,,,,,,,,,,,,,,,
22132,静岡県,浜松市,東区,浜松市東区,,,,,,,,,,,,,,,,
22133,静岡県,浜松市,西区,浜松市西区,,,,,,,,,,,,,,,,
22134,静岡県,浜松市,南区,浜松市南区,,,,,,,,,,,,,,,,
22135,静岡県,浜松市,北区,浜松市北区,,,,,,,,,,,,,,,,
22136,静岡県,浜松市,浜北区,浜松市浜北区,,,,,,,,,,,,,,,,
22137,静岡県,浜松市,天竜区,浜松市天竜区,,,,,,,,,,,,,,,,
22203,静岡県,,沼津市,沼津市,,,,,,,,,,,,,,,,
22205,静岡県,,熱海市,熱海市,,,,,,,,,,,,,,,,
22206,静岡県,,三島市,三島市,,,,,,,,,,,,,,,,
22207,静岡県,,富士宮市,富士宮市,,,,,,,,,,,,,,,,
22208,静岡県,,伊東市,伊東市,,,,,,,,,,,,,,,,
22209,静岡県,,島田市,島田市,,,,,,,,,,,,,,,,
22210,静岡県,,富士市,富士市,,,,,,,,,,,,,,,,
22211,静岡県,,磐田市,磐田市,,,,,,,,,,,,,,,,
22212,静岡県,,焼津市,焼津市,,,,,,,,,,,,,,,,
22213,静岡県,,掛川市,掛川市,,,,,,,,,,,,,,,,
22214,静岡県,,藤枝市,藤枝市,,,,,,,,,,,,,,,,
22215,静岡県,,御殿場市,御殿場市,,,,,,,,,,,,,,,,
22216,静岡県,,袋井市,袋井市,,,,,,,,,,,,,,,,
22219,静岡県,,下田市,下田市,,,,,,,,,,,,,,,,
22220,静岡県,,裾野市,裾野市,,,,,,,,,,,,,,,,
22221,静岡県,,湖西市,湖西市,,,,,,,,,,,,,,,,
22222,静岡県,,伊豆市,伊豆市,,,,,,,,,,,,,,,,
22223,静岡県,,御前崎市,御前崎市,,,,,,,,,,,,,,,,
22224,静岡県,,菊川市,菊川市,,,,,,,,,,,,,,,,
22225,静岡県,,伊豆の国市,伊豆の国市,,,,,,,,,,,,,,,,
22226,静岡県,,牧之原市,牧之原市,,,,,,,,,,,,,,,,
22300,静岡県,賀茂郡,,賀茂郡,,,,,,,,,,,,,,,,
22301,静岡県,賀茂郡,東伊豆町,賀茂郡東伊豆町,,,,,,,,,,,,,,,,
22302,静岡県,賀茂郡,河津町,賀茂郡河津町,,,,,,,,,,,,,,,,
22304,静岡県,賀茂郡,南伊豆町,賀茂郡南伊豆町,,,,,,,,,,,,,,,,
22305,静岡県,賀茂郡,松崎町,賀茂郡松崎町,,,,,,,,,,,,,,,,
22306,静岡県,賀茂郡,西伊豆町,賀茂郡西伊豆町,,,,,,,,,,,,,,,,
22320,静岡県,田方郡,,田方郡,,,,,,,,,,,,,,,,
22325,静岡県,田方郡,函南町,田方郡函南町,,,,,,,,,,,,,,,,
22340,静岡県,駿東郡,,駿東郡,,,,,,,,,,,,,,,,
22341,静岡県,駿東郡,清水町,駿東郡清水町,,,,,,,,,,,,,,,,
22342,静岡県,駿東郡,長泉町,駿東郡長泉町,,,,,,,,,,,,,,,,
22344,静岡県,駿東郡,小山町,駿東郡小山町,,,,,,,,,,,,,,,,
22360,静岡県,富士郡,,富士郡,,,,,,,,,,,,,,,,
22361,静岡県,富士郡,芝川町,富士郡芝川町,,,,,,,,,,,,,,,,
22380,静岡県,庵原郡,,庵原郡,,,,,,,,,,,,,,,,
22381,静岡県,庵原郡,富士川町,庵原郡富士川町,,,,,,,,,,,,,,,,
22383,静岡県,庵原郡,由比町,庵原郡由比町,,,,,,,,,,,,,,,,
22400,静岡県,志太郡,,志太郡,,,,,,,,,,,,,,,,
22401,静岡県,志太郡,岡部町,志太郡岡部町,,,,,,,,,,,,,,,,
22402,静岡県,志太郡,大井川町,志太郡大井川町,,,,,,,,,,,,,,,,
22420,静岡県,榛原郡,,榛原郡,,,,,,,,,,,,,,,,
22424,静岡県,榛原郡,吉田町,榛原郡吉田町,,,,,,,,,,,,,,,,
22426,静岡県,榛原郡,川根町,榛原郡川根町,,,,,,,,,,,,,,,,
22429,静岡県,榛原郡,川根本町,榛原郡川根本町,,,,,,,,,,,,,,,,
22460,静岡県,周智郡,,周智郡,,,,,,,,,,,,,,,,
22461,静岡県,周智郡,森町,周智郡森町,,,,,,,,,,,,,,,,
22500,静岡県,浜名郡,,浜名郡,,,,,,,,,,,,,,,,
22503,静岡県,浜名郡,新居町,浜名郡新居町,,,,,,,,,,,,,,,,
23100,愛知県,名古屋市,,名古屋市,,,,,,,,,,,,,,,,
23101,愛知県,名古屋市,千種区,名古屋市千種区,,,,,,,,,,,,,,,,
23102,愛知県,名古屋市,東区,名古屋市東区,,,,,,,,,,,,,,,,
23103,愛知県,名古屋市,北区,名古屋市北区,,,,,,,,,,,,,,,,
23104,愛知県,名古屋市,西区,名古屋市西区,,,,,,,,,,,,,,,,
23105,愛知県,名古屋市,中村区,名古屋市中村区,,,,,,,,,,,,,,,,
23106,愛知県,名古屋市,中区,名古屋市中区,,,,,,,,,,,,,,,,
23107,愛知県,名古屋市,昭和区,名古屋市昭和区,,,,,,,,,,,,,,,,
23108,愛知県,名古屋市,瑞穂区,名古屋市瑞穂区,,,,,,,,,,,,,,,,
23109,愛知県,名古屋市,熱田区,名古屋市熱田区,,,,,,,,,,,,,,,,
23110,愛知県,名古屋市,中川区,名古屋市中川区,,,,,,,,,,,,,,,,
23111,愛知県,名古屋市,港区,名古屋市港区,,,,,,,,,,,,,,,,
23112,愛知県,名古屋市,南区,名古屋市南区,,,,,,,,,,,,,,,,
23113,愛知県,名古屋市,守山区,名古屋市守山区,,,,,,,,,,,,,,,,
23114,愛知県,名古屋市,緑区,名古屋市緑区,,,,,,,,,,,,,,,,
23115,愛知県,名古屋市,名東区,名古屋市名東区,,,,,,,,,,,,,,,,
23116,愛知県,名古屋市,天白区,名古屋市天白区,,,,,,,,,,,,,,,,
23201,愛知県,,豊橋市,豊橋市,,,,,,,,,,,,,,,,
23202,愛知県,,岡崎市,岡崎市,,,,,,,,,,,,,,,,
23203,愛知県,,一宮市,一宮市,,,,,,,,,,,,,,,,
23204,愛知県,,瀬戸市,瀬戸市,,,,,,,,,,,,,,,,
23205,愛知県,,半田市,半田市,,,,,,,,,,,,,,,,
23206,愛知県,,春日井市,春日井市,,,,,,,,,,,,,,,,
23207,愛知県,,豊川市,豊川市,,,,,,,,,,,,,,,,
23208,愛知県,,津島市,津島市,,,,,,,,,,,,,,,,
23209,愛知県,,碧南市,碧南市,,,,,,,,,,,,,,,,
23210,愛知県,,刈谷市,刈谷市,,,,,,,,,,,,,,,,
23211,愛知県,,豊田市,豊田市,,,,,,,,,,,,,,,,
23212,愛知県,,安城市,安城市,,,,,,,,,,,,,,,,
23213,愛知県,,西尾市,西尾市,,,,,,,,,,,,,,,,
23214,愛知県,,蒲郡市,蒲郡市,,,,,,,,,,,,,,,,
23215,愛知県,,犬山市,犬山市,,,,,,,,,,,,,,,,
23216,愛知県,,常滑市,常滑市,,,,,,,,,,,,,,,,
23217,愛知県,,江南市,江南市,,,,,,,,,,,,,,,,
23219,愛知県,,小牧市,小牧市,,,,,,,,,,,,,,,,
23220,愛知県,,稲沢市,稲沢市,,,,,,,,,,,,,,,,
23221,愛知県,,新城市,新城市,,,,,,,,,,,,,,,,
23222,愛知県,,東海市,東海市,,,,,,,,,,,,,,,,
23223,愛知県,,大府市,大府市,,,,,,,,,,,,,,,,
23224,愛知県,,知多市,知多市,,,,,,,,,,,,,,,,
23225,愛知県,,知立市,知立市,,,,,,,,,,,,,,,,
23226,愛知県,,尾張旭市,尾張旭市,,,,,,,,,,,,,,,,
23227,愛知県,,高浜市,高浜市,,,,,,,,,,,,,,,,
23228,愛知県,,岩倉市,岩倉市,,,,,,,,,,,,,,,,
23229,愛知県,,豊明市,豊明市,,,,,,,,,,,,,,,,
23230,愛知県,,日進市,日進市,,,,,,,,,,,,,,,,
23231,愛知県,,田原市,田原市,,,,,,,,,,,,,,,,
23232,愛知県,,愛西市,愛西市,,,,,,,,,,,,,,,,
23233,愛知県,,清須市,清須市,,,,,,,,,,,,,,,,
23234,愛知県,,北名古屋市,北名古屋市,,,,,,,,,,,,,,,,
23235,愛知県,,弥富市,弥富市,,,,,,,,,,,,,,,,
23300,愛知県,愛知郡,,愛知郡,,,,,,,,,,,,,,,,
23302,愛知県,愛知郡,東郷町,愛知郡東郷町,,,,,,,,,,,,,,,,
23304,愛知県,愛知郡,長久手町,愛知郡長久手町,,,,,,,,,,,,,,,,
23340,愛知県,西春日井郡,,西春日井郡,,,,,,,,,,,,,,,,
23342,愛知県,西春日井郡,豊山町,西春日井郡豊山町,,,,,,,,,,,,,,,,
23345,愛知県,西春日井郡,春日町,西春日井郡春日町,,,,,,,,,,,,,,,,
23360,愛知県,丹羽郡,,丹羽郡,,,,,,,,,,,,,,,,
23361,愛知県,丹羽郡,大口町,丹羽郡大口町,,,,,,,,,,,,,,,,
23362,愛知県,丹羽郡,扶桑町,丹羽郡扶桑町,,,,,,,,,,,,,,,,
23420,愛知県,海部郡,,海部郡,,,,,,,,,,,,,,,,
23421,愛知県,海部郡,七宝町,海部郡七宝町,,,,,,,,,,,,,,,,
23422,愛知県,海部郡,美和町,海部郡美和町,,,,,,,,,,,,,,,,
23423,愛知県,海部郡,甚目寺町,海部郡甚目寺町,,,,,,,,,,,,,,,,
23424,愛知県,海部郡,大治町,海部郡大治町,,,,,,,,,,,,,,,,
23425,愛知県,海部郡,蟹江町,海部郡蟹江町,,,,,,,,,,,,,,,,
23427,愛知県,海部郡,飛島村,海部郡飛島村,,,,,,,,,,,,,,,,
23440,愛知県,知多郡,,知多郡,,,,,,,,,,,,,,,,
23441,愛知県,知多郡,阿久比町,知多郡阿久比町,,,,,,,,,,,,,,,,
23442,愛知県,知多郡,東浦町,知多郡東浦町,,,,,,,,,,,,,,,,
23445,愛知県,知多郡,南知多町,知多郡南知多町,,,,,,,,,,,,,,,,
23446,愛知県,知多郡,美浜町,知多郡美浜町,,,,,,,,,,,,,,,,
23447,愛知県,知多郡,武豊町,知多郡武豊町,,,,,,,,,,,,,,,,
23480,愛知県,幡豆郡,,幡豆郡,,,,,,,,,,,,,,,,
23481,愛知県,幡豆郡,一色町,幡豆郡一色町,,,,,,,,,,,,,,,,
23482,愛知県,幡豆郡,吉良町,幡豆郡吉良町,,,,,,,,,,,,,,,,
