"標準地域コード","都道府県","政令市･郡･支庁･振興局等","政令市･郡･支庁･振興局等（ふりがな）","市区町村","市区町村（ふりがな）","廃置分合等施行年月日","廃置分合等情報有無"
"05320","秋田県","北秋田郡","きたあきたぐん","","","",""
"05327","秋田県","北秋田郡","きたあきたぐん","上小阿仁村","かみこあにむら","",""
"05340","秋田県","山本郡","やまもとぐん","","","",""
"05346","秋田県","山本郡","やまもとぐん","藤里町","ふじさとまち","1973-11-01","有"
"05348","秋田県","山本郡","やまもとぐん","三種町","みたねちょう","2006-03-20","有"
"05349","秋田県","山本郡","やまもとぐん","八峰町","はっぽうちょう","2006-03-27","有"
"05360","秋田県","南秋田郡","みなみあきたぐん","","","",""
"05361","秋田県","南秋田郡","みなみあきたぐん","五城目町","ごじょうめまち","1976-11-01","有"
"05363","秋田県","南秋田郡","みなみあきたぐん","八郎潟町","はちろうがたまち","2003-10-14","有"
"05366","秋田県","南秋田郡","みなみあきたぐん","井川町","いかわまち","2002-02-26","有"
"05368","秋田県","南秋田郡","みなみあきたぐん","大潟村","おおがたむら","1977-03-31","有"
"05420","秋田県","仙北郡","せんぼくぐん","","","",""
"05434","秋田県","仙北郡","せんぼくぐん","美郷町","みさとちょう","2005-08-19","有"
"05460","秋田県","雄勝郡","おがちぐん","","","",""
"05463","秋田県","雄勝郡","おがちぐん","羽後町","うごまち","1980-06-01","有"
"05464","秋田県","雄勝郡","おがちぐん","東成瀬村","ひがしなるせむら","1982-06-01","有"
"06201","山形県","","","山形市","やまがたし","2001-04-01","有"
"06202","山形県","","","米沢市","よねざわし","2007-01-25","有"
"06203","山形県","","","鶴岡市","つるおかし","2005-10-01","有"
"06204","山形県","","","酒田市","さかたし","2005-11-01","有"
"06205","山形県","","","新庄市","しんじょうし","2005-02-18","有"
"06206","山形県","","","寒河江市","さがえし","1990-11-28","有"
"06207","山形県","","","上山市","かみのやまし","1989-12-25","有"
"06208","山形県","","","村山市","むらやまし","1990-02-09","有"
"06209","山形県","","","長井市","ながいし","1995-01-24","有"
"06210","山形県","","","天童市","てんどうし","2001-11-06","有"
"06211","山形県","","","東根市","ひがしねし","2001-11-06","有"
"06212","山形県","","","尾花沢市","おばなざわし","1988-05-01","有"
"06213","山形県","","","南陽市","なんようし","1989-12-25","有"
"06300","山形県","東村山郡","ひがしむらやまぐん","","","",""
"06301","山形県","東村山郡","ひがしむらやまぐん","山辺町","やまのべまち","1997-08-20","有"
"06302","山形県","東村山郡","ひがしむらやまぐん","中山町","なかやままち","1994-02-16","有"
"06320","山形県","西村山郡","にしむらやまぐん","","","",""
"06321","山形県","西村山郡","にしむらやまぐん","河北町","かほくちょう","1990-11-28","有"
"06322","山形県","西村山郡","にしむらやまぐん","西川町","にしかわまち","1980-03-01","有"
"06323","山形県","西村山郡","にしむらやまぐん","朝日町","あさひまち","2001-08-08","有"
"06324","山形県","西村山郡","にしむらやまぐん","大江町","おおえまち","2001-08-08","有"
"06340","山形県","北村山郡","きたむらやまぐん","","","",""
"06341","山形県","北村山郡","きたむらやまぐん","大石田町","おおいしだまち","1988-05-01","有"
"06360","山形県","最上郡","もがみぐん","","","",""
"06361","山形県","最上郡","もがみぐん","金山町","かねやままち","1971-09-01","有"
"06362","山形県","最上郡","もがみぐん","最上町","もがみまち","",""
"06363","山形県","最上郡","もがみぐん","舟形町","ふながたまち","1989-04-01","有"
"06364","山形県","最上郡","もがみぐん","真室川町","まむろがわまち","1979-03-01","有"
"06365","山形県","最上郡","もがみぐん","大蔵村","おおくらむら","2002-11-11","有"
"06366","山形県","最上郡","もがみぐん","鮭川村","さけがわむら","2005-02-18","有"
"06367","山形県","最上郡","もがみぐん","戸沢村","とざわむら","1985-12-20","有"
"06380","山形県","東置賜郡","ひがしおきたまぐん","","","",""
"06381","山形県","東置賜郡","ひがしおきたまぐん","高畠町","たかはたまち","2007-01-25","有"
"06382","山形県","東置賜郡","ひがしおきたまぐん","川西町","かわにしまち","1995-01-24","有"
"06400","山形県","西置賜郡","にしおきたまぐん","","","",""
"06401","山形県","西置賜郡","にしおきたまぐん","小国町","おぐにまち","",""
"06402","山形県","西置賜郡","にしおきたまぐん","白鷹町","しらたかまち","1989-04-27","有"
"06403","山形県","西置賜郡","にしおきたまぐん","飯豊町","いいでまち","1989-04-27","有"
"06420","山形県","東田川郡","ひがしたがわぐん","","","",""
"06426","山形県","東田川郡","ひがしたがわぐん","三川町","みかわまち","1999-05-24","有"
"06428","山形県","東田川郡","ひがしたがわぐん","庄内町","しょうないまち","2005-07-01","有"
"06460","山形県","飽海郡","あくみぐん","","","",""
"06461","山形県","飽海郡","あくみぐん","遊佐町","ゆざまち","1982-09-01","有"
"07201","福島県","","","福島市","ふくしまし","1996-01-01","有"
"07202","福島県","","","会津若松市","あいづわかまつし","2005-11-01","有"
"07203","福島県","","","郡山市","こおりやまし","1999-09-21","有"
"07204","福島県","","","いわき市","いわきし","1999-04-01","有"
"07205","福島県","","","白河市","しらかわし","2005-11-07","有"
"07207","福島県","","","須賀川市","すかがわし","2005-04-01","有"
"07208","福島県","","","喜多方市","きたかたし","2006-01-04","有"
"07209","福島県","","","相馬市","そうまし","",""
"07210","福島県","","","二本松市","にほんまつし","2005-12-01","有"
"07211","福島県","","","田村市","たむらし","2005-03-01","有"
"07212","福島県","","","南相馬市","みなみそうまし","2006-01-01","有"
"07213","福島県","","","伊達市","だてし","2006-01-01","有"
"07214","福島県","","","本宮市","もとみやし","2007-01-01","有"
"07300","福島県","伊達郡","だてぐん","","","",""
"07301","福島県","伊達郡","だてぐん","桑折町","こおりまち","2003-07-17","有"
"07303","福島県","伊達郡","だてぐん","国見町","くにみまち","2003-07-17","有"
"07308","福島県","伊達郡","だてぐん","川俣町","かわまたまち","",""
"07309","福島県","伊達郡","だてぐん","飯野町","いいのまち","1982-12-01","有"
"07320","福島県","安達郡","あだちぐん","","","",""
"07322","福島県","安達郡","あだちぐん","大玉村","おおたまむら","1987-03-01","有"
"07340","福島県","岩瀬郡","いわせぐん","","","",""
"07342","福島県","岩瀬郡","いわせぐん","鏡石町","かがみいしまち","1996-12-01","有"
"07344","福島県","岩瀬郡","いわせぐん","天栄村","てんえいむら","1992-05-01","有"
"07360","福島県","南会津郡","みなみあいづぐん","","","",""
"07362","福島県","南会津郡","みなみあいづぐん","下郷町","しもごうまち","",""
"07364","福島県","南会津郡","みなみあいづぐん","檜枝岐村","ひのえまたむら","",""
"07367","福島県","南会津郡","みなみあいづぐん","只見町","ただみまち","",""
"07368","福島県","南会津郡","みなみあいづぐん","南会津町","みなみあいづまち","2006-03-20","有"
"07400","福島県","耶麻郡","やまぐん","","","",""
"07402","福島県","耶麻郡","やまぐん","北塩原村","きたしおばらむら","1992-05-01","有"
"07405","福島県","耶麻郡","やまぐん","西会津町","にしあいづまち","",""
"07407","福島県","耶麻郡","やまぐん","磐梯町","ばんだいまち","2002-12-10","有"
"07408","福島県","耶麻郡","やまぐん","猪苗代町","いなわしろまち","2002-12-10","有"
"07420","福島県","河沼郡","かわぬまぐん","","","",""
"07421","福島県","河沼郡","かわぬまぐん","会津坂下町","あいづばんげまち","2004-06-23","有"
"07422","福島県","河沼郡","かわぬまぐん","湯川村","ゆがわむら","2004-06-23","有"
"07423","福島県","河沼郡","かわぬまぐん","柳津町","やないづまち","",""
"07440","福島県","大沼郡","おおぬまぐん","","","",""
"07444","福島県","大沼郡","おおぬまぐん","三島町","みしままち","",""
"07445","福島県","大沼郡","おおぬまぐん","金山町","かねやままち","",""
"07446","福島県","大沼郡","おおぬまぐん","昭和村","しょうわむら","",""
"07447","福島県","大沼郡","おおぬまぐん","会津美里町","あいづみさとまち","2005-10-01","有"
"07460","福島県","西白河郡","にししらかわぐん","","","",""
"07461","福島県","西白河郡","にししらかわぐん","西郷村","にしごうむら","1991-03-01","有"
"07464","福島県","西白河郡","にししらかわぐん","泉崎村","いずみざきむら","2002-10-24","有"
"07465","福島県","西白河郡","にししらかわぐん","中島村","なかじまむら","2005-01-13","有"
"07466","福島県","西白河郡","にししらかわぐん","矢吹町","やぶきまち","1993-05-01","有"
"07480","福島県","東白川郡","ひがししらかわぐん","","","",""
"07481","福島県","東白川郡","ひがししらかわぐん","棚倉町","たなぐらまち","1980-02-20","有"
"07482","福島県","東白川郡","ひがししらかわぐん","矢祭町","やまつりまち","1999-09-01","有"
"07483","福島県","東白川郡","ひがししらかわぐん","塙町","はなわまち","1999-09-01","有"
